sen,label_decode,label,raw_sen,length,start,insert_index
"['6', '.', '1', '.', '2', '1', '接', '受', '过', '胃', '、', '肾', '、', '脾', '、', '肺', '等', '重', '要', '内', '脏', '器', '官', '切', '除', '者']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-器官', 'O', 'O', 'B-器官', 'O', 'O', 'B-器官', 'O', 'O', 'B-器官', 'O', 'O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 24, 3, 3, 24, 3, 3, 24, 3, 3, 24, 3, 3, 3, 3, 8, 9, 9, 9, 9, 9, 9, 1]",6.1.21接受过 胃、 肾、 脾、 肺等重要 内脏器官切除者,26,0,"[9, 11, 13, 15, 19]"
"['6', '.', '2', '.', '1', '4', '急', '性', '风', '湿', '热']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病']","[0, 3, 3, 3, 3, 3, 3, 3, 22, 23, 23, 23, 23, 1]",6.2.14 急性风湿热,11,0,[6]
"['如', '脑', '垂', '体', '及', '肾', '上', '腺', '疾', '病', '、', '甲', '状', '腺', '功', '能', '性', '疾', '病', '、', '糖', '尿', '病', '、', '肢', '端', '肥', '大', '症', '、', '尿', '崩', '症', '等']","['O', 'O', 'O', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'O']","[0, 3, 3, 3, 3, 3, 22, 23, 23, 23, 23, 3, 22, 23, 23, 23, 23, 23, 23, 23, 3, 22, 23, 23, 3, 22, 23, 23, 23, 23, 3, 22, 23, 23, 3, 1]",如脑垂体及肾上腺疾病、甲状腺功能性疾病、糖尿病、肢端肥大症、尿崩症等,34,0,
"['e', ')', '眩', '晕', '/', '持', '续', '呵', '欠', ',', 'f', ')', '恶', '心', '/', '呕', '吐']","['O', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'O', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状']","[0, 3, 3, 16, 17, 17, 17, 17, 17, 17, 3, 3, 16, 17, 17, 17, 17, 1]","e)眩晕/持续呵欠,f)恶心/呕吐",17,0,
"['并', '保', '留', '注', '满', '单', '采', '新', '鲜', '冰', '冻', '血', '浆', '经', '热', '合', '的', '导', '管', '至', '少', '1', '0', 'c', 'm', '\u2002', ' ', '容', '量', '\u2002', '\u2002', '\u2002', ' ', '血', '浆', '蛋', '白', '含', '量', '\u2002', '\u2002', ' ', 'Ⅶ', '因', '子', '含', '量', '\u2002', '\u2002', ' ', '无', '菌', '试', '验', '\u2002', '\u2002', '\u2002', ' ', '5', '.', '1', '8', '\u2002', '冷', '沉', '淀', '凝', '血', '因', '子', '\u2002', ' ', '冷', '沉', '淀', '凝', '血', '因', '子', '质', '量', '控', '制', '项', '目', '和', '要', '求', '按', '照', '表', '1', '8', '\u2002', '执', '行', ',', '\u2002', ' ', '表', '1', '8', '\u2002', '冷', '沉', '淀', '凝', '血', '因', '子', '质', '量', '控', '制', '项', '目', '和', '要', '求', '\u2002', ' ', '质', '量', '控', '制', '项', '目', '\u2002', '要', '求', '\u2002', ' ', '外', '观', '\u2002', '肉', '眼', '观', '察', '融', '化', '后', '的', '冷', '沉', '淀', '凝', '血', '因', '子']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-血液', 'I-血液', 'I-血液', 'I-血液', 'I-血液', 'I-血液', 'I-血液', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 7, 3, 3, 3, 3, 6, 7, 7, 7, 7, 7, 3, 3, 3, 6, 7, 7, 7, 7, 3, 3, 3, 6, 7, 7, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 42, 43, 43, 43, 43, 43, 43, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]","并保留注满单采新鲜冰冻血浆经热合的导管至少10cm  容量    血浆蛋白含量   Ⅶ因子含量   无菌试验    5.18 冷沉淀凝血因子  冷沉淀凝血因子质量控制项目和要求按照表18 执行,  表18 冷沉淀凝血因子质量控制项目和要求  质量控制项目 要求  外观 肉眼观察融化后的冷沉淀凝血因子",150,0,
"['即', '高', '度', '危', '险', '性', '物', '品', '(', 'c', 'r', 'i', 't', 'i', 'c', 'a', 'l', ' ', 'i', 't', 'e', 'm', 's', ')', '、', '中', '度', '危', '险', '性', '物', '品', '(', 's', 'e', 'm', 'i', '-', '-', 'c', 'r', 'i', 't', 'i', 'c', 'a', 'l', ' ', 'i', 't', 'e', 'm', 's', ')', '和', '低', '度', '危', '险', '性', '物', '品', '(', 'n', 'o', 'n', '-', '-', 'c', 'r', 'i', 't', 'i', 'c', 'a', 'l', ' ', 'i', 't', 'e', 'm', 's', ')', ' ', '3', '.', '1', '3', ' ', '高', '度', '危', '险', '性', '物', '品', 'c', 'r', 'i', 't', 'i', 'c', 'a', 'l', ' ', 'i', 't', 'e', 'm', 's', ' ', '进', '入', '人', '体', '无', '菌', '组', '织', '、', '器', '官', ',', '脉', '管', '系', '统']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'B-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 20, 21, 21, 21, 21, 21, 21, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]","即高度危险性物品(critical items)、中度危险性物品(semi--critical items)和低度危险性物品(non--critical items) 3.13 高度危险性物品critical items 进入人体无菌组织、器官,脉管系统",127,0,
"['c', ')', '空', '腹', '、', '疲', '劳', '、', '饮', '酒', '、', '睡', '眠', '不', '足', '、', '长', '时', '间', '未', '补', '充', '水', '分']","['O', 'O', 'O', 'B-诱发因素', 'I-诱发因素', 'O', 'O', 'O', 'B-诱发因素', 'I-诱发因素', 'O', 'O', 'O', 'B-诱发因素', 'I-诱发因素', 'O', 'O', 'O', 'B-诱发因素', 'I-诱发因素', 'I-诱发因素', 'I-诱发因素', 'O', 'O', 'O', 'B-诱发因素', 'I-诱发因素', 'I-诱发因素', 'I-诱发因素', 'I-诱发因素', 'I-诱发因素', 'I-诱发因素', 'I-诱发因素']","[0, 3, 3, 3, 52, 53, 3, 3, 3, 52, 53, 3, 3, 3, 52, 53, 3, 3, 3, 52, 53, 53, 53, 3, 3, 3, 52, 53, 53, 53, 53, 53, 53, 53, 1]",c) 空腹 、 疲劳 、 饮酒 、 睡眠不足 、 长时间未补充水分,24,0,"[2, 4, 5, 7, 8, 10, 11, 15, 16]"
"['1', '无', '偿', '献', '血', '有', '哪', '些', '规', '定', '?', '(', '制', '度', '类', '-', '概', '念', '型', ')', ' ', '国', '家', '提', '倡', '1', '8', '周', '岁', '至', '5', '5', '周', '岁', '的', '健', '康', '公', '民', '自', '愿', '献', '血']","['O', 'B-行为', 'I-行为', 'I-行为', 'I-行为', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 4, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",1无偿献血有哪些规定?(制度类-概念型) 国家提倡18周岁至55周岁的健康公民自愿献血,43,0,
"['b', ')', '限', '制', '献', '血', '者', '活', '动', '以', '防', '止', '其', '受', '伤', '害', ',', 'c', ')', '在', '献', '血', '者', '周', '围', '设', '屏', '风', '以', '隔', '离']","['O', 'O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'O', 'O', 'O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施']","[0, 3, 3, 3, 56, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 3, 3, 3, 3, 56, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 1]","b) 限制献血者活动以防止其受伤害 ,c )在献血者周围设屏风以隔离",31,0,"[2, 16, 18]"
"['应', '避', '免', '饥', '饿', '、', '过', '度', '疲', '劳', '、', '身', '体', '不', '适', '、', '睡', '眠', '不', '足', '等', '情', '况', ',', '②', '严', '格', '筛', '选', '献', '血', '者', ' ', '体', '检', '医', '生', '按', '《', '献', '血', '者', '健', '康', '检', '查', '标', '准', '》', '规', '定', '的', '项', '目', '和', '内', '容', '对', '献', '血', '者', '进', '行', '检', '查']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 54, 55, 55, 55, 55, 55, 55, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]","应避免饥饿、过度疲劳、身体不适、睡眠不足等情况, ②严格筛选献血 者 体检医生按《献血者健康检查标准》规定的项目和内容对献血者进行检查",65,0,"[24, 31]"
"['d', ')', '面', '色', '苍', '白', '并', '伴', '有', '轻', '度', '出', '汗']","['O', 'O', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状']","[0, 3, 3, 3, 16, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 1]",d) 面色苍白并伴有轻度出汗,13,0,[2]
"['表', '1', '全', '血', '质', '量', '控', '制', '项', '目', '和', '要', '求', ' ', '质', '量', '控', '制', '项', '目', '要', '求', ' ', '外', '观', '肉', '眼', '观', '察', '应', '无', '色', '泽', '异', '常', '、', '溶', '血', '、', '凝', '块', '、', '气', '泡', '及', '重', '度', '乳', '糜', '等', '情', '况']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",表1全血质量控制项目和要求 质量控制项目要求 外观肉眼观察应无色泽异常、溶血、凝块、气泡及重度乳糜等情况,52,0,
"['国', '家', '卫', '生', '计', '生', '委', '国', '家', '中', '医', '药', '管', '理', '局', ' ', '中', '国', '红', '十', '字', '会', '总', '会', '总', '后', '勤', '部', '卫', '生', '部', ' ', '2', '0', '1', '5', '年', '6', '月', '9', '日', '天', '津', '市', '血', '液', '中', '心', ' ', '体', '采', '科', ' ', '编', '制', '杨', '德', '全', ' ', '审', '核', '2', '0', '1', '5', '-', '0', '1', '-', '0', '5', ' ', '献', '血', '不', '良', '反', '应', '预', '防', '、', '处', '理', '、', '随', '访', '规', '程', '（', 'T', 'C', '-', 'T', 'S', 'O', 'P', '-', '0', '9', '）', ' ', '1', '目', '的']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-发布单位', 'I-发布单位', 'I-发布单位', 'I-发布单位', 'I-发布单位', 'I-发布单位', 'I-发布单位', 'O', 'O', 'O', 'B-起草单位', 'I-起草单位', 'I-起草单位', 'O', 'O', 'O', 'O', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'O', 'O', 'O', 'O', 'B-发布日期', 'I-发布日期', 'I-发布日期', 'I-发布日期', 'I-发布日期', 'I-发布日期', 'I-发布日期', 'I-发布日期', 'I-发布日期', 'I-发布日期', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-编号', 'I-编号', 'I-编号', 'I-编号', 'I-编号', 'I-编号', 'I-编号', 'I-编号', 'I-编号', 'I-编号', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 34, 35, 35, 35, 35, 35, 35, 3, 3, 3, 36, 37, 37, 3, 3, 3, 3, 3, 38, 39, 39, 3, 3, 3, 3, 3, 30, 31, 31, 31, 31, 31, 31, 31, 31, 31, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 3, 3, 3, 3, 3, 3, 1]",国家卫生计生委国家中医药管理局 中国红十字会总会总后勤部卫生部 2015年6月9日 天津市血液中心   体采科  编制 杨德全  审核 2015-01-05  献血不良反应预防、处理、随访规程（ TC-TSOP-09 ） 1目的,104,0,"[41, 48, 49, 52, 55, 58, 61, 71, 89, 99]"
"['成', '为', '保', '证', '血', '液', '安', '全', '的', '前', '提', '和', '基', '础', ',', '3', '2', '什', '么', '是', '血', '液', '病', '？', '（', '知', '识', '类', '-', '血', '液', '概', '念', '型', '）', ' ', '血', '液', '病', '亦', '称', '为', '造', '血', '系', '统', '疾', '病']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-疾病分类', 'I-疾病分类', 'I-疾病分类', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 14, 15, 15, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 14, 15, 15, 15, 15, 15, 1]","成为保证血液安全的前提和基础,32什么 是血液 病？（知识类-血液概念型） 血液病亦称 为造血系统疾病",48,0,"[19, 22, 41]"
"['c', ')', '消', '毒', '效', '果', '的', '结', '果', '判', '定', '按', '照', '4', '.', '5', '要', '求', '进', '行', ',', 'W', 'S', '/', 'T', ' ', '3', '1', '3', '—', '2', '0', '1', '9', ' ', '7', ' ', 'A', 'A', ' ', '附', '录', 'A', ' ', '（', '规', '范', '性', '附', '录', '）', ' ', '医', '务', '人', '员', '洗', '手', '方', '法', ' ', 'A', '.', '1', '在', '流', '动', '水', '下']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 58, 59, 59, 59, 59, 59, 59, 59, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]","c)消毒效果的结果判定按照4.5要求进行,WS/T 313—2019 7 AA 附录A （规范性附录）  医务人员洗手方 法 A.1在流动水下",69,0,"[51, 59]"
"['1', '1', '）', '乙', '型', '肝', '炎', '病', '毒', '表', '面', '抗', '原', '(', 'H', 'B', 's', 'A', 'g', ')', '检', '测', ',', '1', '2', '）', '丙', '型', '肝', '炎', '病', '毒', '（', 'H', 'C', 'V', ' ', '抗', '体', '）', '检', '测']","['O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'B-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'B-英文名', 'I-英文名', 'I-英文名', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 10, 11, 11, 11, 11, 3, 3, 3, 3, 3, 3, 6, 7, 7, 7, 7, 7, 3, 10, 11, 11, 3, 3, 3, 3, 3, 3, 1]","11）乙型肝炎病毒表面抗原(HBsAg)检测,12）丙型肝炎病毒（HCV 抗体）检测",42,0,
"['6', '.', '2', '.', '3', '妇', '女', '月', '经', '期', '及', '前', '后', '3', 'd', '妊', '娠', '期', '及', '流', '产', '后', '未', '满', '6', '个', '月', '分', '娩', '及', '哺', '乳', '期', '未', '满', '1', '年', '者']","['O', 'O', 'O', 'O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 8, 9, 9, 9, 9, 3, 3, 3, 3, 3, 3, 3, 8, 9, 9, 3, 3, 3, 8, 9, 9, 3, 3, 3, 3, 3, 3, 3, 8, 9, 3, 3, 3, 8, 9, 9, 3, 3, 3, 3, 3, 3, 1]",6.2.3 妇女月经期 及前后3d 妊娠期 及 流产后 未满6个月 分娩 及 哺乳期 未满1年者,38,0,"[5, 10, 15, 18, 19, 22, 27, 29, 30, 33]"
"['3', '.', '6', ' ', '暂', '居', '菌', 't', 'r', 'a', 'n', 's', 'i', 'e', 'n', 't', ' ', 's', 'k', 'i', 'n', ' ', 'f', 'l', 'o', 'r', 'a', ' ', '寄', '居', '在', '皮', '肤', '表', '层']","['O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 20, 21, 21, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",3.6  暂居菌 transient skin flora 寄居在皮肤表层,35,0,"[4, 7]"
"['使', '献', '血', '者', '能', '在', '充', '分', '知', '情', '的', '基', '础', '上', '作', '出', '献', '血', '决', '定', ',', '5', '.', '2', '全', '血', '献', '血', '量', '的', '控', '制', ' ', '5', '.', '2', '.', '1', '全', '血', '献', '血', '量', '最', '多', '不', '宜', '超', '过', '献', '血', '者', '血', '容', '量', '的', '1', '5', '%', '（', '参', '见', '表', '1', '）']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 54, 55, 55, 55, 55, 55, 55, 55, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]","使献血者能在充分知情的基础上作出献血决定,5.2全血献血量的控制 5.2.1全血献血量最多不宜超过献血者血容量的15%（参见表1）",65,0,
"['4', '.', '3', '献', '血', '者', '血', '容', '量', '估', '算', ' ', '4', '.', '3', '.', '1', '对', '于', 'D', 'R', 'V', 'R', ' ', '易', '发', '人', '群', ',', '将', '其', '血', '容', '量', '估', '算', '列', '入', '献', '血', '者', '健', '康', '检', '查', '内', '容']","['O', 'O', 'O', 'B-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 54, 55, 55, 55, 55, 55, 55, 55, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]","4.3献血者血容量估算 4.3.1对于DRVR 易发人群,将其血容量估算列入献血者健康检查内容",47,0,
